UserID,LengthOfScreenName,LengthOfDescriptionInUserProfile,LifetimeAccountInMonth,NumberOfFollowings,NumberOfFollowers,NumberOfTweets,FollowingFollowerRatio,MeanTweetsPerDay,UrlInTweetsRate,UserMentionsRate,MeanTimeSecBetweenTweets,MaxTimeSecBetweenTweets,MeanNbMentionsPerTweet,MeanJaccardSimilarity,TypeOfUser
61593519,8,69,3,80,94,1881,0.85,21.0,0.1,0.54,3509.0,31101.0,1.0,0.03,0
61606613,15,133,3,154,46,367,3.35,11.0,0.57,0.09,7777.0,147138.0,1.0,0.16,0
61609165,12,0,3,21,14,142,1.5,7.0,0.01,0.15,66453.0,7507342.0,1.0,0.04,0
61621973,11,40,3,1,8,387,0.12,15.0,1.0,0.0,26006.0,2785333.0,0.0,0.12,0
61626858,15,113,3,197,694,4651,0.28,67.0,0.14,0.59,614.0,31384.0,1.0,0.05,0
61627540,11,42,3,27,22,444,1.23,7.0,0.0,0.36,24240.0,1827761.0,1.0,0.05,0
61630211,14,0,3,51,33,99,1.55,2.0,0.04,0.21,85743.0,508208.0,1.0,0.03,0
61633093,9,20,3,155,89,3227,1.74,40.0,0.01,0.8,1955.0,73759.0,2.0,0.06,0
61633156,8,0,3,259,115,808,2.25,6.0,0.02,0.06,18083.0,354267.0,1.0,0.03,0
61635871,13,21,3,94,32,217,2.94,10.0,0.07,0.54,32482.0,5023893.0,1.0,0.05,0
61637220,15,0,3,280,299,506,0.94,33.0,0.4,0.46,1927.0,41531.0,1.0,0.11,0
61640383,9,86,3,57,124,291,0.46,5.0,0.28,0.38,19692.0,256241.0,1.0,0.05,0
61648550,11,14,3,63,132,548,0.48,7.0,0.23,0.29,11619.0,65829.0,1.0,0.03,0
61649799,13,74,3,107,84,1339,1.27,40.0,0.02,0.74,1689.0,29765.0,1.0,0.03,0
61660735,10,0,3,14,21,567,0.67,5.0,0.0,0.81,46745.0,2230447.0,2.0,0.08,0
61664936,12,0,3,21,2,19,10.5,1.0,0.26,0.0,484665.0,2820421.0,0.0,0.05,0
61669610,6,0,3,40,46,167,0.87,4.0,0.0,0.53,30594.0,422166.0,1.0,0.04,0
61671584,8,0,3,63,30,57,2.1,3.0,0.0,0.02,162498.0,7795791.0,1.0,0.02,0
61679736,11,139,3,29,95,491,0.31,3.0,0.08,0.32,30249.0,274077.0,1.0,0.03,0
61688804,13,0,3,52,34,143,1.53,3.0,0.37,0.45,64625.0,1603555.0,1.0,0.07,0
61690596,15,150,3,216,285,4433,0.76,56.0,0.04,0.72,799.0,31561.0,1.0,0.02,0
61696560,13,0,3,168,20850,2384,0.01,15.0,0.11,0.6,6133.0,162937.0,1.0,0.02,0
61714424,6,21,3,41,30,1132,1.37,13.0,0.0,0.34,6295.0,37030.0,1.0,0.01,0
61726456,12,81,3,31,69,1278,0.45,29.0,0.02,0.72,8482.0,1268577.0,2.0,0.03,0
61735750,14,21,3,111,118,3735,0.94,50.0,0.0,0.57,1280.0,27424.0,1.0,0.04,0
61752696,10,0,3,18,32,2447,0.56,40.0,1.0,0.0,1714.0,48544.0,0.0,0.03,0
61767274,8,65,3,210,185,3438,1.14,50.0,0.03,0.53,1013.0,22543.0,1.0,0.03,0
61786999,14,0,3,104,121,936,0.86,9.0,0.74,0.6,9550.0,72321.0,1.0,0.01,0
61788318,5,53,3,106,58,373,1.83,40.0,0.06,0.6,1638.0,41534.0,1.0,0.02,0
61800903,6,24,3,26,28,1021,0.93,29.0,0.04,0.39,2549.0,31497.0,1.0,0.02,0
61807524,13,160,3,60,58,952,1.03,15.0,0.12,0.4,5095.0,68340.0,1.0,0.05,0
61807964,10,68,3,27,40,276,0.68,4.0,0.04,0.29,50943.0,2311245.0,1.0,0.04,0
61819635,15,65,3,472,624,7043,0.76,67.0,0.02,0.72,1123.0,29729.0,1.0,0.04,0
61822217,4,28,3,43,25,288,1.72,5.0,0.05,0.3,24566.0,600018.0,1.0,0.01,0
61836365,11,19,3,151,160,1215,0.94,12.0,0.09,0.18,6781.0,146451.0,1.0,0.04,0
61839648,9,0,3,46,22,13,2.09,1.0,0.0,0.0,125573.0,526921.0,0.0,0.11,0
61842375,8,126,3,30,19,176,1.58,3.0,0.0,0.52,57777.0,706946.0,1.0,0.03,0
61863969,11,157,3,116,362,9159,0.32,100.0,0.02,0.82,452.0,19996.0,1.0,0.05,0
61864292,8,0,3,2,3,9,0.67,1.0,0.0,0.11,1024860.0,4916564.0,1.0,0.0,0
61872166,14,46,3,82,27,260,3.04,4.0,0.06,0.72,26046.0,357536.0,1.0,0.08,0
61879245,11,42,3,9,1,21,9.0,1.0,0.0,0.0,296029.0,1548914.0,0.0,0.06,0
61880130,14,0,3,7,2,31,3.5,2.0,0.58,0.0,301461.0,3077345.0,0.0,0.07,0
61883740,9,128,3,640,540,7726,1.19,67.0,0.02,0.78,833.0,37360.0,1.0,0.01,0
61890475,10,71,3,335,133,1305,2.52,22.0,0.02,0.42,3555.0,47812.0,1.0,0.05,0
61895115,10,28,3,79,243,5819,0.33,50.0,0.06,0.8,1162.0,32205.0,1.0,0.05,0
61901244,8,155,3,59,204,1633,0.29,39.0,0.08,0.88,1732.0,27273.0,1.0,0.04,0
61902979,6,0,3,107,71,1546,1.51,12.0,0.0,0.12,6527.0,62204.0,1.0,0.05,0
61904867,13,0,3,148,442,2442,0.33,40.0,0.06,0.42,1776.0,85791.0,1.0,0.05,0
61906253,9,18,3,18,19,649,0.95,5.0,0.15,0.4,19008.0,204270.0,1.0,0.04,0
61909289,12,0,3,54,48,981,1.12,40.0,0.01,0.2,1646.0,62084.0,1.0,0.05,0
61909772,9,0,3,40,12,9,3.33,1.0,0.0,0.0,93361.0,209409.0,0.0,0.01,0
61918834,10,21,3,165,240,7969,0.69,40.0,0.04,0.59,1646.0,71940.0,1.0,0.04,0
61928872,10,49,3,530,857,3052,0.62,40.0,0.12,0.27,3016.0,307068.0,1.0,0.06,0
61934794,9,6,3,56,116,1803,0.48,25.0,0.0,0.3,3178.0,70118.0,1.0,0.01,0
61935497,10,39,3,90,880,23913,0.1,100.0,1.0,0.0,422.0,6188.0,0.0,0.08,0
61938171,10,70,3,15,45,562,0.33,6.0,0.08,0.36,16251.0,372437.0,1.0,0.04,0
61939132,8,0,3,169,394,1781,0.43,50.0,0.0,0.9,1229.0,70501.0,1.0,0.04,0
61940836,8,29,3,61,42,1010,1.45,7.0,0.03,0.36,11993.0,115861.0,1.0,0.01,0
61941785,15,49,3,78,195,2215,0.4,67.0,0.0,0.7,851.0,34695.0,1.0,0.03,0
61943170,10,0,3,66,36,103,1.83,7.0,0.0,0.24,98236.0,4641927.0,1.0,0.03,0
61947419,9,0,3,4,1,5,4.0,1.0,0.0,0.4,601277.0,2433727.0,1.0,0.02,0
61956674,7,67,3,110,172,3145,0.64,33.0,0.03,0.61,2290.0,51686.0,1.0,0.04,0
61958718,10,21,3,104,131,6171,0.79,50.0,0.02,0.71,1331.0,56239.0,1.0,0.04,0
61960565,6,37,3,80,92,4692,0.87,67.0,0.02,0.75,1064.0,32463.0,1.0,0.04,0
61961510,10,59,3,945,929,1138,1.02,12.0,1.0,0.0,6481.0,36078.0,0.0,0.02,0
61967033,11,0,3,41,8,8,5.12,2.0,0.0,0.5,1196987.0,5681903.0,1.0,0.04,0
61975134,9,79,3,55,73,330,0.75,4.0,0.98,0.0,21504.0,235172.0,0.0,0.1,0
61975943,5,36,3,25,21,599,1.19,9.0,0.05,0.4,10437.0,138286.0,1.0,0.1,0
61976400,11,123,3,310,362,17580,0.86,22.0,0.04,0.9,4075.0,158301.0,1.0,0.03,0
61976454,6,116,3,57,31,208,1.84,4.0,0.14,0.0,44194.0,898211.0,0.0,0.04,0
61976465,11,60,3,117,77,1433,1.52,50.0,0.06,0.66,1368.0,33831.0,1.0,0.04,0
61985624,13,0,3,34,10,580,3.4,10.0,0.0,0.1,7797.0,71851.0,1.0,0.04,0
61987660,5,0,3,12,7,121,1.71,2.0,0.0,0.01,84303.0,2034125.0,1.0,0.0,0
61987983,7,19,3,343,203,1816,1.69,12.0,0.22,0.52,6961.0,71340.0,2.0,0.05,0
61995812,7,0,3,45,19,27,2.37,5.0,0.22,0.04,35328.0,723052.0,1.0,0.01,0
61999466,9,4,3,20,17,176,1.18,3.0,0.03,0.04,51686.0,921377.0,1.0,0.04,0
62004421,9,0,3,35,26,786,1.35,13.0,0.0,0.59,5842.0,68032.0,1.0,0.1,0
62010136,11,46,3,55,74,396,0.74,6.0,0.3,0.64,20761.0,759593.0,2.0,0.06,0
62019858,6,10,3,19,10,157,1.9,3.0,0.0,0.1,58911.0,1969601.0,1.0,0.01,0
62024026,15,0,3,50,30,133,1.67,4.0,0.04,0.26,76336.0,1725531.0,1.0,0.02,0
62031022,15,44,3,684,160,410,4.28,11.0,0.92,0.04,7826.0,86789.0,1.0,0.16,0
62031452,15,0,3,2002,1620,2507,1.24,58.0,1.0,0.0,816.0,35429.0,0.0,0.05,0
62033051,11,0,3,24,22,13,1.09,1.0,0.15,0.0,741062.0,5683350.0,0.0,0.05,0
62039475,7,35,3,6,6,1183,1.0,7.0,0.03,0.97,14273.0,317497.0,1.0,0.31,0
62039986,11,54,3,40,39,38,1.03,3.0,0.0,0.24,256591.0,3103634.0,1.0,0.02,0
62042406,12,24,3,19,6,179,3.17,3.0,0.13,0.85,53658.0,500247.0,1.0,0.06,0
62052428,7,11,3,20,11,998,1.82,9.0,0.0,0.41,9516.0,110438.0,1.0,0.03,0
62052645,8,150,3,530,871,9100,0.61,95.0,0.02,0.43,416.0,27098.0,3.0,0.1,0
62053559,8,18,3,27,33,183,0.82,8.0,0.0,0.9,29375.0,1198323.0,1.0,0.05,0
62056863,12,69,3,20,12,445,1.67,8.0,1.0,0.21,22336.0,2544795.0,1.0,0.07,0
62058999,7,0,3,80,9,90,8.89,3.0,0.04,0.87,107010.0,1128390.0,1.0,0.03,0
62063286,10,148,3,86,28,418,3.07,7.0,0.18,0.22,12138.0,91354.0,1.0,0.02,0
62081551,11,0,3,802,586,1835,1.37,15.0,0.01,0.22,5430.0,124044.0,1.0,0.02,0
62084790,9,0,3,120,44,228,2.73,8.0,0.22,0.72,48578.0,3664347.0,1.0,0.12,0
62088361,12,23,3,165,116,103,1.42,6.0,0.1,0.65,99585.0,3881718.0,1.0,0.04,0
62093211,13,68,3,950,662,1936,1.44,28.0,0.08,0.68,2441.0,47855.0,1.0,0.05,0
62093594,7,143,3,272,262,5293,1.04,67.0,0.05,0.55,850.0,28114.0,1.0,0.01,0
62093675,11,99,3,455,70,1216,6.5,20.0,0.0,0.0,3547.0,16471.0,0.0,0.03,0
62100355,11,0,3,61,101,2716,0.6,33.0,0.0,0.3,2652.0,155177.0,1.0,0.03,0
62105368,15,17,3,57,69,1053,0.83,14.0,0.0,0.44,5584.0,80173.0,1.0,0.04,0
62115549,11,23,3,35,134,3963,0.26,22.0,0.11,0.45,3513.0,70024.0,1.0,0.05,0
62116120,7,0,3,215,103,1816,2.09,8.0,0.08,0.59,18666.0,960120.0,1.0,0.05,0
62126548,9,16,3,115,43,511,2.67,67.0,0.0,0.39,497.0,45472.0,1.0,0.06,0
62129008,14,58,3,103,104,97,0.99,1.0,0.92,0.0,92850.0,515342.0,0.0,0.04,0
62132501,7,53,3,74,26,282,2.85,3.0,0.36,0.14,33137.0,231725.0,1.0,0.01,0
62137668,11,49,3,69,51,291,1.35,4.0,0.16,0.4,20347.0,213948.0,1.0,0.02,0
62139524,8,54,3,22,55,546,0.4,18.0,0.06,0.53,4668.0,70692.0,1.0,0.04,0
62163605,11,0,3,1230,1243,634,0.99,18.0,0.34,0.5,16312.0,1105816.0,2.0,0.1,0
62163736,10,91,3,172,243,609,0.71,6.0,0.1,0.57,17474.0,243928.0,1.0,0.05,0
62175847,9,33,3,4,329,58366,0.01,100.0,1.0,0.0,144.0,839.0,0.0,0.18,0
62178457,9,0,3,77,34,223,2.26,5.0,0.24,0.04,21151.0,320070.0,1.0,0.05,0
62182897,8,18,3,3,8,64,0.38,3.0,1.0,0.0,152658.0,3885966.0,0.0,0.08,0
62184389,9,93,3,148,137,707,1.08,22.0,0.08,0.72,3541.0,80002.0,2.0,0.07,0
62186603,13,131,3,173,174,3358,0.99,25.0,0.0,0.79,3084.0,128836.0,1.0,0.1,0
62193789,8,0,3,143,236,5713,0.61,40.0,0.03,0.62,1421.0,53115.0,2.0,0.04,0
62199703,5,16,3,104,68,118,1.53,4.0,0.06,0.8,78472.0,1658860.0,1.0,0.05,0
62200717,8,0,3,37,23,154,1.61,4.0,0.37,0.43,62824.0,1566186.0,1.0,0.03,0
62206624,8,87,3,28,13,81,2.15,6.0,0.01,0.36,119428.0,3257622.0,1.0,0.05,0
62210103,7,48,3,15,7,102,2.14,6.0,0.02,0.44,97452.0,7691348.0,1.0,0.05,0
62214369,10,44,3,272,268,10535,1.01,100.0,0.02,0.76,533.0,25674.0,1.0,0.02,0
62244998,10,71,3,242,292,3762,0.83,50.0,0.0,0.95,1537.0,37525.0,2.0,0.06,0
62246566,11,64,3,110,106,2525,1.04,40.0,0.04,0.59,1722.0,32024.0,1.0,0.02,0
62253701,9,30,3,150,121,2312,1.24,15.0,0.04,0.7,4954.0,84177.0,1.0,0.05,0
62253864,14,151,3,2925,2811,4743,1.04,12.0,1.0,0.0,6441.0,48002.0,0.0,0.02,0
62255885,6,10,3,78,16,64,4.88,3.0,0.05,0.03,141455.0,6421392.0,1.0,0.0,0
62258925,15,67,3,193,129,3194,1.5,33.0,0.0,0.61,2115.0,58590.0,1.0,0.04,0
62261207,9,67,3,34,31,255,1.1,4.0,0.37,0.22,29357.0,447773.0,1.0,0.0,0
62265641,9,0,3,54,123,1860,0.44,22.0,0.0,0.58,3397.0,51692.0,1.0,0.04,0
62267330,15,0,3,6,54,22,0.11,1.0,0.09,0.23,443845.0,2927681.0,1.0,0.04,0
62267550,11,0,3,230,62,108,3.71,5.0,0.06,0.33,85947.0,6493272.0,1.0,0.03,0
62279028,9,0,3,23,2,49,11.5,3.0,0.86,0.37,209572.0,2908211.0,1.0,0.26,0
62283555,9,0,3,73,85,2388,0.86,50.0,0.02,0.24,1367.0,72559.0,1.0,0.05,0
62285872,7,0,3,123,23,35,5.35,11.0,0.0,0.25,5427.0,54008.0,1.0,0.02,0
62297031,10,72,3,92,92,307,1.0,4.0,0.2,0.38,28356.0,399639.0,1.0,0.03,0
62303864,12,0,3,442,602,9597,0.73,200.0,0.03,0.7,179.0,14379.0,1.0,0.04,0
62313456,14,150,3,1875,764,697,2.45,12.0,0.3,0.31,6286.0,82136.0,1.0,0.08,0
62322948,9,82,3,15,13,208,1.15,3.0,0.02,0.2,48297.0,495489.0,1.0,0.05,0
62326465,11,0,3,16,18,42,0.89,43.0,0.0,0.6,1140.0,16976.0,1.0,0.06,0
62350908,10,128,3,567,718,5699,0.79,49.0,0.06,0.76,1677.0,48117.0,1.0,0.04,0
62351779,7,0,3,32,15,142,2.13,4.0,0.13,0.46,66649.0,1816064.0,1.0,0.06,0
62365874,8,0,3,8,4,255,2.0,3.0,0.01,0.54,38091.0,416272.0,1.0,0.03,0
62369776,15,0,3,47,23,46,2.04,2.0,0.04,0.0,194619.0,1539030.0,0.0,0.01,0
62372436,6,147,3,229,191,1934,1.2,40.0,0.1,0.64,1809.0,64920.0,2.0,0.05,0
62376375,8,17,3,85,81,635,1.05,25.0,0.01,0.39,3333.0,63849.0,1.0,0.08,0
62387484,10,133,3,22,21,129,1.05,3.0,0.17,0.35,72873.0,859903.0,1.0,0.04,0
62391433,10,94,3,225,261,5901,0.86,33.0,0.07,0.73,2172.0,77806.0,1.0,0.04,0
62406033,8,106,3,7311,7521,1984,0.97,16.0,0.31,0.57,8790.0,519132.0,3.0,0.03,0
62406465,9,41,3,169,452,15390,0.37,50.0,0.05,0.92,1103.0,38766.0,3.0,0.04,0
62409254,15,2,3,2456,2901,833,0.85,22.0,0.94,0.14,3647.0,18361.0,1.0,0.18,0
62414450,14,160,3,90,110,2092,0.82,17.0,0.06,0.24,4749.0,41164.0,1.0,0.03,0
62415067,14,66,3,1930,1012,2183,1.91,20.0,0.13,0.33,4094.0,226957.0,1.0,0.03,0
62418227,13,0,3,111,88,669,1.26,6.0,0.24,0.5,20886.0,347445.0,2.0,0.04,0
62419114,8,21,3,1273,1311,2442,0.97,100.0,0.05,0.44,624.0,43790.0,1.0,0.04,0
62422198,10,0,3,93,74,103,1.26,4.0,0.15,0.19,97138.0,1555283.0,1.0,0.04,0
62424016,11,23,3,207,183,2080,1.13,28.0,0.03,0.33,2601.0,126648.0,1.0,0.04,0
62424264,9,0,3,22,16,98,1.38,3.0,0.34,0.37,101497.0,1227086.0,1.0,0.02,0
62432541,10,125,3,65,99,1481,0.66,33.0,0.02,0.93,2029.0,77385.0,1.0,0.03,0
62439707,10,33,3,52,68,3396,0.76,25.0,0.22,0.72,2995.0,64847.0,1.0,0.04,0
62440447,11,0,3,91,37,140,2.46,5.0,0.81,0.04,62347.0,1223753.0,1.0,0.17,0
62443620,12,12,3,120,74,394,1.62,33.0,0.0,0.57,2612.0,125879.0,1.0,0.06,0
62444660,7,160,3,1151,1704,2585,0.68,67.0,0.04,0.72,783.0,44694.0,1.0,0.01,0
62448524,12,156,3,183,194,1949,0.94,14.0,0.04,0.88,6069.0,149548.0,1.0,0.04,0
62450252,11,0,3,71,145,2938,0.49,67.0,0.02,0.81,1060.0,30385.0,1.0,0.02,0
62458189,9,0,3,123,95,385,1.29,22.0,0.03,0.67,3553.0,68654.0,1.0,0.03,0
62468989,14,0,3,17,16,432,1.06,10.0,0.0,0.39,9479.0,146998.0,1.0,0.05,0
62470612,11,103,3,44,72,3208,0.61,50.0,0.05,0.18,1061.0,46852.0,1.0,0.01,0
62476529,8,29,3,68,113,3501,0.6,40.0,0.07,0.52,1708.0,49024.0,1.0,0.05,0
62477803,9,0,3,121,61,374,1.98,9.0,0.0,0.72,16365.0,556171.0,1.0,0.06,0
62493180,9,23,3,39,28,334,1.39,4.0,0.06,0.41,26279.0,382347.0,1.0,0.03,0
62508273,6,26,3,228,228,4182,1.0,100.0,0.03,0.96,466.0,63675.0,1.0,0.09,0
62509229,12,36,3,325,424,763,0.77,13.0,0.66,0.89,7207.0,235387.0,1.0,0.05,0
62513673,12,130,3,1128,1766,49224,0.64,200.0,1.0,0.0,153.0,1748.0,0.0,0.13,0
62516542,11,103,3,5,14,645,0.36,5.0,0.02,0.0,21527.0,385898.0,0.0,0.03,0
62518289,6,68,3,25,34,891,0.74,12.0,0.01,0.2,6767.0,121032.0,1.0,0.01,0
62521827,6,0,3,17,30,561,0.57,5.0,0.55,0.33,22028.0,705884.0,1.0,0.03,0
62525973,8,113,3,69,69,581,1.0,5.0,0.05,0.28,18120.0,210252.0,1.0,0.02,0
62530009,14,101,3,83,153,1051,0.54,11.0,0.14,0.3,7791.0,135597.0,1.0,0.04,0
62535985,7,0,3,301,599,3264,0.5,33.0,0.99,0.74,2212.0,55052.0,1.0,0.09,0
62536222,15,0,3,85,7,78,12.14,2.0,0.01,0.82,114058.0,712165.0,1.0,0.02,0
62537557,12,0,3,13,23,58,0.57,3.0,0.16,0.79,159296.0,7778557.0,1.0,0.08,0
62539527,12,20,3,31,17,59,1.82,2.0,0.14,0.19,165859.0,875762.0,1.0,0.02,0
62542672,12,0,3,8,10,490,0.8,11.0,1.0,0.0,7773.0,112903.0,0.0,0.07,0
62555682,7,21,3,43,48,1351,0.9,18.0,0.02,0.44,3903.0,73848.0,1.0,0.22,0
62557632,11,65,3,86,134,1192,0.64,14.0,0.06,0.62,5564.0,148154.0,1.0,0.04,0
62560394,5,156,3,10,17,187,0.59,2.0,0.06,0.29,54376.0,685738.0,1.0,0.02,0
62568455,6,28,3,14,19,533,0.74,7.0,0.0,0.28,13605.0,162734.0,1.0,0.04,0
62573728,10,0,3,104,104,487,1.0,7.0,0.03,0.76,12795.0,162990.0,2.0,0.06,0
62583549,13,0,3,74,135,1044,0.55,20.0,0.05,0.27,5139.0,228979.0,1.0,0.02,0
62596344,13,0,3,5,4,19,1.25,1.0,0.16,0.26,342614.0,787241.0,1.0,0.02,0
62627613,7,13,3,38,52,462,0.73,4.0,0.05,0.36,25575.0,421306.0,1.0,0.02,0
62627798,10,0,3,189,47,702,4.02,100.0,0.42,0.5,469.0,71529.0,1.0,0.1,0
62629715,8,74,3,133,89,4106,1.49,39.0,0.05,0.09,1415.0,41088.0,1.0,0.03,0
62634906,11,0,3,207,189,555,1.1,28.0,0.08,0.65,3525.0,226048.0,2.0,0.06,0
62648989,9,0,3,36,15,112,2.4,2.0,0.1,0.09,54995.0,619825.0,1.0,0.08,0
62651590,8,0,3,79,241,1765,0.33,25.0,0.03,0.79,3080.0,95921.0,4.0,0.06,0
62651938,13,0,3,2,1,8,2.0,2.0,0.25,0.0,1107122.0,5131264.0,0.0,0.05,0
62658468,9,0,3,31,1041,147,0.03,19.0,0.02,0.49,4513.0,158747.0,1.0,0.03,0
62667112,9,159,3,31,25,131,1.24,3.0,0.01,0.4,76290.0,2785585.0,1.0,0.02,0
62685544,8,29,3,36,32,148,1.12,3.0,0.05,0.67,66412.0,1697013.0,1.0,0.03,0
62685622,9,0,3,49,13,236,3.77,3.0,0.04,0.2,43436.0,944996.0,1.0,0.02,0
62692539,5,157,3,196,178,908,1.1,7.0,0.0,0.26,14044.0,173587.0,1.0,0.01,0
62701275,9,152,3,245,284,7102,0.86,66.0,0.03,0.76,867.0,42756.0,1.0,0.03,0
62706004,14,79,3,48,135,1393,0.36,10.0,0.02,0.5,8208.0,68801.0,1.0,0.03,0
62708084,12,110,3,55,60,839,0.92,18.0,0.24,0.46,4276.0,91518.0,1.0,0.05,0
62718662,6,24,3,20,14,83,1.43,2.0,0.02,0.4,116049.0,1138380.0,1.0,0.02,0
62722149,14,0,3,37,52,444,0.71,13.0,0.0,0.81,15591.0,601054.0,2.0,0.05,0
62726600,7,29,3,27,29,1089,0.93,5.0,0.0,0.28,17239.0,139702.0,1.0,0.0,0
62729804,7,0,3,4,0,2,0.0,1.0,0.0,0.0,4497240.0,8994481.0,0.0,0.0,0
62732978,9,0,3,28,2,19,14.0,1.0,0.0,0.21,510379.0,2151608.0,1.0,0.02,0
62745489,8,0,3,9,44,785,0.2,8.0,0.02,0.49,15554.0,421435.0,1.0,0.04,0
62749625,11,54,3,1661,549,8369,3.03,100.0,0.02,0.76,426.0,21092.0,1.0,0.06,0
62750968,14,79,3,60,256,3275,0.23,29.0,0.02,0.53,2393.0,57034.0,1.0,0.05,0
62752853,12,95,3,109,194,11841,0.56,67.0,1.0,0.0,863.0,85856.0,0.0,0.16,0
62758218,11,0,3,103,118,379,0.87,10.0,0.0,0.62,8171.0,83089.0,1.0,0.04,0
62763030,5,9,3,52,54,406,0.96,5.0,0.0,0.24,22983.0,259419.0,1.0,0.0,0
62769866,10,72,3,27,37,2542,0.73,25.0,0.0,0.48,3186.0,62641.0,1.0,0.02,0
62807338,8,102,3,32,66,3305,0.48,67.0,0.1,0.3,951.0,25543.0,1.0,0.02,0
62807917,11,27,3,1422,908,6388,1.57,67.0,0.5,1.0,1152.0,4500.0,2.0,0.12,0
62808297,14,45,3,0,164,7351,0.0,100.0,0.0,0.0,433.0,46816.0,0.0,0.12,0
62809886,10,78,3,69,71,148,0.97,5.0,0.03,0.48,60597.0,1641945.0,1.0,0.04,0
62819184,8,37,3,26,10,150,2.6,4.0,0.3,0.29,26989.0,498548.0,1.0,0.03,0
62822629,15,57,3,83,79,1363,1.05,14.0,0.02,0.8,5641.0,80713.0,1.0,0.06,0
62827816,13,77,3,36,320,7565,0.11,50.0,1.0,0.0,1487.0,52568.0,0.0,0.14,0
62835985,12,14,3,85,47,347,1.81,9.0,0.3,0.32,10305.0,228904.0,1.0,0.01,0
62844711,6,128,3,907,846,4270,1.07,29.0,0.12,0.46,2630.0,54030.0,2.0,0.04,0
62858613,9,0,3,145,84,231,1.73,9.0,0.04,0.25,45454.0,5615859.0,1.0,0.06,0
62859249,15,0,3,242,252,4986,0.96,50.0,0.12,0.66,1230.0,36521.0,1.0,0.05,0
62861841,11,0,3,21,13,293,1.62,6.0,0.0,0.46,15159.0,142247.0,1.0,0.03,0
62863282,5,13,3,22,20,1966,1.1,25.0,0.02,0.44,3017.0,44112.0,1.0,0.02,0
62864279,15,19,3,0,207,1975,0.0,18.0,1.0,0.0,4464.0,52199.0,0.0,0.13,0
62865923,11,76,3,151,225,2338,0.67,29.0,0.16,0.7,2536.0,42850.0,2.0,0.05,0
62879948,10,0,3,178,67,426,2.66,6.0,0.72,0.46,15463.0,276902.0,1.0,0.02,0
62881903,12,0,3,91,67,1854,1.36,25.0,0.08,0.51,6864.0,687488.0,1.0,0.1,0
62888320,9,127,3,161,107,384,1.5,6.0,0.35,0.72,18258.0,263052.0,1.0,0.03,0
62898080,11,102,3,109,113,1894,0.96,12.0,0.0,0.29,6488.0,90713.0,1.0,0.05,0
62900812,9,57,3,30,33,122,0.91,2.0,0.0,0.23,81671.0,679466.0,1.0,0.02,0
62901811,13,38,3,60,48,1492,1.25,33.0,0.0,0.26,2038.0,38586.0,1.0,0.07,0
62909087,15,0,3,70,44,269,1.59,4.0,0.01,0.58,25897.0,350709.0,1.0,0.03,0
62913069,14,0,3,57,50,398,1.14,5.0,0.12,0.31,33602.0,492180.0,1.0,0.04,0
62926886,12,115,3,5,88,700,0.06,7.0,1.0,0.0,12111.0,196184.0,0.0,0.02,0
62934924,13,11,3,20,12,1568,1.67,22.0,0.02,0.81,3397.0,56259.0,1.0,0.07,0
62938701,14,0,3,36,43,923,0.84,18.0,0.02,0.34,6148.0,245427.0,1.0,0.02,0
62939085,9,27,3,6,440,16971,0.01,100.0,0.0,0.0,416.0,7201.0,0.0,0.45,0
62943288,9,0,3,1373,861,1091,1.59,18.0,0.07,0.18,6427.0,261129.0,1.0,0.23,0
62944277,12,43,3,5,3,275,1.67,5.0,0.42,0.0,16830.0,118151.0,0.0,0.22,0
62952551,13,0,3,699,341,725,2.05,25.0,0.07,0.67,9767.0,862620.0,1.0,0.03,0
62954369,12,0,3,199,106,130,1.88,5.0,0.01,0.15,73692.0,2427344.0,1.0,0.01,0
62960609,11,0,3,48,31,150,1.55,4.0,0.0,0.61,63630.0,1373218.0,1.0,0.05,0
62969742,8,0,3,12,7,225,1.71,2.0,0.02,0.22,48137.0,311121.0,1.0,0.04,0
62971383,9,0,3,80,24,138,3.33,4.0,0.26,0.26,67305.0,755363.0,1.0,0.07,0
62973736,6,0,3,14,11,157,1.27,2.0,0.04,0.13,52953.0,401631.0,1.0,0.01,0
62980344,10,0,3,152,118,1657,1.29,40.0,0.01,0.48,1682.0,33752.0,1.0,0.02,0
62981445,7,101,3,77,1733,744,0.04,11.0,0.08,0.41,7479.0,120092.0,1.0,0.01,0
62993076,6,0,3,160,131,1105,1.22,40.0,1.0,0.61,1802.0,47318.0,1.0,0.14,0
62998915,7,105,3,102,95,379,1.07,8.0,0.12,0.8,12092.0,379461.0,1.0,0.04,0
63000889,5,66,3,66,55,529,1.2,8.0,0.03,0.35,10669.0,93355.0,1.0,0.03,0
63001370,10,0,3,46,57,301,0.81,20.0,0.02,0.69,4316.0,113518.0,1.0,0.06,0
63002991,15,0,3,40,41,485,0.98,7.0,0.38,0.42,12991.0,151269.0,1.0,0.01,0
63012457,6,26,3,32,16,632,2.0,10.0,0.0,0.31,8396.0,80253.0,1.0,0.04,0
63022000,11,47,3,17,15,634,1.13,5.0,0.07,0.32,23716.0,440266.0,1.0,0.05,0
63023634,12,101,3,87,40,6171,2.17,40.0,0.03,0.4,1601.0,79146.0,1.0,0.02,0
63028494,7,0,3,103,644,94,0.16,3.0,0.27,0.17,94624.0,2071978.0,2.0,0.0,0
